a=1, b=0, c=1
a=36078265, b=36069771, c=8494
a=36086760, b=36078265, c=8495
a=36095256, b=36086760, c=8496
a=36103753, b=36095256, c=8497
a=36112251, b=36103753, c=8498
a=36120750, b=36112251, c=8499
a=36129250, b=36120750, c=8500
a=36137751, b=36129250, c=8501
a=36146253, b=36137751, c=8502
a=36154756, b=36146253, c=8503
a=36163260, b=36154756, c=8504
a=36171765, b=36163260, c=8505
a=36180271, b=36171765, c=8506
a=36188778, b=36180271, c=8507
a=36197286, b=36188778, c=8508
a=36205795, b=36197286, c=8509
a=36214305, b=36205795, c=8510
a=36222816, b=36214305, c=8511
a=36231328, b=36222816, c=8512
a=36239841, b=36231328, c=8513
a=36248355, b=36239841, c=8514
a=36256870, b=36248355, c=8515
a=36265386, b=36256870, c=8516
a=36273903, b=36265386, c=8517
a=36282421, b=36273903, c=8518
a=36290940, b=36282421, c=8519
a=36299460, b=36290940, c=8520
a=36307981, b=36299460, c=8521
a=36316503, b=36307981, c=8522
a=36325026, b=36316503, c=8523
a=36333550, b=36325026, c=8524
a=36342075, b=36333550, c=8525
a=36350601, b=36342075, c=8526
a=36359128, b=36350601, c=8527
a=36367656, b=36359128, c=8528
a=36376185, b=36367656, c=8529
a=36384715, b=36376185, c=8530
a=36393246, b=36384715, c=8531
a=36401778, b=36393246, c=8532
a=36410311, b=36401778, c=8533
a=36418845, b=36410311, c=8534
a=36427380, b=36418845, c=8535
a=36435916, b=36427380, c=8536
a=36444453, b=36435916, c=8537
a=36452991, b=36444453, c=8538
a=36461530, b=36452991, c=8539
a=36470070, b=36461530, c=8540
a=36478611, b=36470070, c=8541
a=36487153, b=36478611, c=8542
a=36495696, b=36487153, c=8543
a=36504240, b=36495696, c=8544
a=36512785, b=36504240, c=8545
a=36521331, b=36512785, c=8546
a=36529878, b=36521331, c=8547
a=36538426, b=36529878, c=8548
a=36546975, b=36538426, c=8549
a=36555525, b=36546975, c=8550
a=36564076, b=36555525, c=8551
a=36572628, b=36564076, c=8552
a=36581181, b=36572628, c=8553
a=36589735, b=36581181, c=8554
a=36598290, b=36589735, c=8555
a=36606846, b=36598290, c=8556
a=36615403, b=36606846, c=8557
a=36623961, b=36615403, c=8558
a=36632520, b=36623961, c=8559
a=36641080, b=36632520, c=8560
a=36649641, b=36641080, c=8561
a=36658203, b=36649641, c=8562
a=36666766, b=36658203, c=8563
a=36675330, b=36666766, c=8564
a=36683895, b=36675330, c=8565
a=36692461, b=36683895, c=8566
a=36701028, b=36692461, c=8567
a=36709596, b=36701028, c=8568
a=36718165, b=36709596, c=8569
a=36726735, b=36718165, c=8570
a=36735306, b=36726735, c=8571
a=36743878, b=36735306, c=8572
a=36752451, b=36743878, c=8573
a=36761025, b=36752451, c=8574
a=36769600, b=36761025, c=8575
a=36778176, b=36769600, c=8576
a=36786753, b=36778176, c=8577
a=36795331, b=36786753, c=8578
a=36803910, b=36795331, c=8579
a=36812490, b=36803910, c=8580
a=36821071, b=36812490, c=8581
a=36829653, b=36821071, c=8582
a=36838236, b=36829653, c=8583
a=36846820, b=36838236, c=8584
a=36855405, b=36846820, c=8585
a=36863991, b=36855405, c=8586
a=36872578, b=36863991, c=8587
a=36881166, b=36872578, c=8588
a=36889755, b=36881166, c=8589
a=36898345, b=36889755, c=8590
a=36906936, b=36898345, c=8591
a=36915528, b=36906936, c=8592
a=36924121, b=36915528, c=8593
a=36932715, b=36924121, c=8594
a=36941310, b=36932715, c=8595
a=36949906, b=36941310, c=8596
a=36958503, b=36949906, c=8597
a=36967101, b=36958503, c=8598
a=36975700, b=36967101, c=8599
a=36984300, b=36975700, c=8600
a=36992901, b=36984300, c=8601
a=37001503, b=36992901, c=8602
a=37010106, b=37001503, c=8603
a=37018710, b=37010106, c=8604
a=37027315, b=37018710, c=8605
a=37035921, b=37027315, c=8606
a=37044528, b=37035921, c=8607
a=37053136, b=37044528, c=8608
a=37061745, b=37053136, c=8609
a=37070355, b=37061745, c=8610
a=37078966, b=37070355, c=8611
a=37087578, b=37078966, c=8612
a=37096191, b=37087578, c=8613
a=37104805, b=37096191, c=8614
a=37113420, b=37104805, c=8615
a=37122036, b=37113420, c=8616
a=37130653, b=37122036, c=8617
a=37139271, b=37130653, c=8618
a=37147890, b=37139271, c=8619
a=37156510, b=37147890, c=8620
a=37165131, b=37156510, c=8621
a=37173753, b=37165131, c=8622
a=37182376, b=37173753, c=8623
a=37191000, b=37182376, c=8624
a=37199625, b=37191000, c=8625
a=37208251, b=37199625, c=8626
a=37216878, b=37208251, c=8627
a=37225506, b=37216878, c=8628
a=37234135, b=37225506, c=8629
a=37242765, b=37234135, c=8630
a=37251396, b=37242765, c=8631
a=37260028, b=37251396, c=8632
a=37268661, b=37260028, c=8633
a=37277295, b=37268661, c=8634
a=37285930, b=37277295, c=8635
a=37294566, b=37285930, c=8636
a=37303203, b=37294566, c=8637
a=37311841, b=37303203, c=8638
a=37320480, b=37311841, c=8639
a=37329120, b=37320480, c=8640
a=37337761, b=37329120, c=8641
a=37346403, b=37337761, c=8642
a=37355046, b=37346403, c=8643
a=37363690, b=37355046, c=8644
a=37372335, b=37363690, c=8645
a=37380981, b=37372335, c=8646
a=37389628, b=37380981, c=8647
a=37398276, b=37389628, c=8648
a=37406925, b=37398276, c=8649
a=37415575, b=37406925, c=8650
a=37424226, b=37415575, c=8651
a=37432878, b=37424226, c=8652
a=37441531, b=37432878, c=8653
a=37450185, b=37441531, c=8654
a=37458840, b=37450185, c=8655
a=37467496, b=37458840, c=8656
a=37476153, b=37467496, c=8657
a=37484811, b=37476153, c=8658
a=37493470, b=37484811, c=8659
a=37502130, b=37493470, c=8660
a=37510791, b=37502130, c=8661
a=37519453, b=37510791, c=8662
a=37528116, b=37519453, c=8663
a=37536780, b=37528116, c=8664
a=37545445, b=37536780, c=8665
a=37554111, b=37545445, c=8666
a=37562778, b=37554111, c=8667
a=37571446, b=37562778, c=8668
a=37580115, b=37571446, c=8669
a=37588785, b=37580115, c=8670
a=37597456, b=37588785, c=8671
a=37606128, b=37597456, c=8672
a=37614801, b=37606128, c=8673
a=37623475, b=37614801, c=8674
a=37632150, b=37623475, c=8675
a=37640826, b=37632150, c=8676
a=37649503, b=37640826, c=8677
a=37658181, b=37649503, c=8678
a=37666860, b=37658181, c=8679
a=37675540, b=37666860, c=8680
a=37684221, b=37675540, c=8681
a=37692903, b=37684221, c=8682
a=37701586, b=37692903, c=8683
a=37710270, b=37701586, c=8684
a=37718955, b=37710270, c=8685
a=37727641, b=37718955, c=8686
a=37736328, b=37727641, c=8687
a=37745016, b=37736328, c=8688
a=37753705, b=37745016, c=8689
a=37762395, b=37753705, c=8690
a=37771086, b=37762395, c=8691
a=37779778, b=37771086, c=8692
a=37788471, b=37779778, c=8693
a=37797165, b=37788471, c=8694
a=37805860, b=37797165, c=8695
a=37814556, b=37805860, c=8696
a=37823253, b=37814556, c=8697
a=37831951, b=37823253, c=8698
a=37840650, b=37831951, c=8699
a=37849350, b=37840650, c=8700
a=37858051, b=37849350, c=8701
a=37866753, b=37858051, c=8702
a=37875456, b=37866753, c=8703
a=37884160, b=37875456, c=8704
a=37892865, b=37884160, c=8705
a=37901571, b=37892865, c=8706
a=37910278, b=37901571, c=8707
a=37918986, b=37910278, c=8708
a=37927695, b=37918986, c=8709
a=37936405, b=37927695, c=8710
a=37945116, b=37936405, c=8711
a=37953828, b=37945116, c=8712
a=37962541, b=37953828, c=8713
a=37971255, b=37962541, c=8714
a=37979970, b=37971255, c=8715
a=37988686, b=37979970, c=8716
a=37997403, b=37988686, c=8717
a=38006121, b=37997403, c=8718
a=38014840, b=38006121, c=8719
a=38023560, b=38014840, c=8720
a=38032281, b=38023560, c=8721
a=38041003, b=38032281, c=8722
a=38049726, b=38041003, c=8723
a=38058450, b=38049726, c=8724
a=38067175, b=38058450, c=8725
a=38075901, b=38067175, c=8726
a=38084628, b=38075901, c=8727
a=38093356, b=38084628, c=8728
a=38102085, b=38093356, c=8729
a=38110815, b=38102085, c=8730
a=38119546, b=38110815, c=8731
a=38128278, b=38119546, c=8732
a=38137011, b=38128278, c=8733
a=38145745, b=38137011, c=8734
a=38154480, b=38145745, c=8735
a=38163216, b=38154480, c=8736
a=38171953, b=38163216, c=8737
a=38180691, b=38171953, c=8738
a=38189430, b=38180691, c=8739
a=38198170, b=38189430, c=8740
a=38206911, b=38198170, c=8741
a=38215653, b=38206911, c=8742
a=38224396, b=38215653, c=8743
a=38233140, b=38224396, c=8744
a=38241885, b=38233140, c=8745
a=38250631, b=38241885, c=8746
a=38259378, b=38250631, c=8747
a=38268126, b=38259378, c=8748
a=38276875, b=38268126, c=8749
a=38285625, b=38276875, c=8750
a=38294376, b=38285625, c=8751
a=38303128, b=38294376, c=8752
a=38311881, b=38303128, c=8753
a=38320635, b=38311881, c=8754
a=38329390, b=38320635, c=8755
a=38338146, b=38329390, c=8756
a=38346903, b=38338146, c=8757
a=38355661, b=38346903, c=8758
a=38364420, b=38355661, c=8759
a=38373180, b=38364420, c=8760
a=38381941, b=38373180, c=8761
a=38390703, b=38381941, c=8762
a=38399466, b=38390703, c=8763
a=38408230, b=38399466, c=8764
a=38416995, b=38408230, c=8765
a=38425761, b=38416995, c=8766
a=38434528, b=38425761, c=8767
a=38443296, b=38434528, c=8768
a=38452065, b=38443296, c=8769
a=38460835, b=38452065, c=8770
a=38469606, b=38460835, c=8771
a=38478378, b=38469606, c=8772
a=38487151, b=38478378, c=8773
a=38495925, b=38487151, c=8774
a=38504700, b=38495925, c=8775
a=38513476, b=38504700, c=8776
a=38522253, b=38513476, c=8777
a=38531031, b=38522253, c=8778
a=38539810, b=38531031, c=8779
a=38548590, b=38539810, c=8780
a=38557371, b=38548590, c=8781
a=38566153, b=38557371, c=8782
a=38574936, b=38566153, c=8783
a=38583720, b=38574936, c=8784
a=38592505, b=38583720, c=8785
a=38601291, b=38592505, c=8786
a=38610078, b=38601291, c=8787
a=38618866, b=38610078, c=8788
a=38627655, b=38618866, c=8789
a=38636445, b=38627655, c=8790
a=38645236, b=38636445, c=8791
a=38654028, b=38645236, c=8792
a=38662821, b=38654028, c=8793
a=38671615, b=38662821, c=8794
a=38680410, b=38671615, c=8795
a=38689206, b=38680410, c=8796
a=38698003, b=38689206, c=8797
a=38706801, b=38698003, c=8798
a=38715600, b=38706801, c=8799
a=38724400, b=38715600, c=8800
a=38733201, b=38724400, c=8801
a=38742003, b=38733201, c=8802
a=38750806, b=38742003, c=8803
a=38759610, b=38750806, c=8804
a=38768415, b=38759610, c=8805
a=38777221, b=38768415, c=8806
a=38786028, b=38777221, c=8807
a=38794836, b=38786028, c=8808
a=38803645, b=38794836, c=8809
a=38812455, b=38803645, c=8810
a=38821266, b=38812455, c=8811
a=38830078, b=38821266, c=8812
a=38838891, b=38830078, c=8813
a=38847705, b=38838891, c=8814
a=38856520, b=38847705, c=8815
a=38865336, b=38856520, c=8816
a=38874153, b=38865336, c=8817
a=38882971, b=38874153, c=8818
a=38891790, b=38882971, c=8819
a=38900610, b=38891790, c=8820
a=38909431, b=38900610, c=8821
a=38918253, b=38909431, c=8822
a=38927076, b=38918253, c=8823
a=38935900, b=38927076, c=8824
a=38944725, b=38935900, c=8825
a=38953551, b=38944725, c=8826
a=38962378, b=38953551, c=8827
a=38971206, b=38962378, c=8828
a=38980035, b=38971206, c=8829
a=38988865, b=38980035, c=8830
a=38997696, b=38988865, c=8831
a=39006528, b=38997696, c=8832
a=39015361, b=39006528, c=8833
a=39024195, b=39015361, c=8834
a=39033030, b=39024195, c=8835
a=39041866, b=39033030, c=8836
a=39050703, b=39041866, c=8837
a=39059541, b=39050703, c=8838
a=39068380, b=39059541, c=8839
a=39077220, b=39068380, c=8840
a=39086061, b=39077220, c=8841
a=39094903, b=39086061, c=8842
a=39103746, b=39094903, c=8843
a=39112590, b=39103746, c=8844
a=39121435, b=39112590, c=8845
a=39130281, b=39121435, c=8846
a=39139128, b=39130281, c=8847
a=39147976, b=39139128, c=8848
a=39156825, b=39147976, c=8849
a=39165675, b=39156825, c=8850
a=39174526, b=39165675, c=8851
a=39183378, b=39174526, c=8852
a=39192231, b=39183378, c=8853
a=39201085, b=39192231, c=8854
a=39209940, b=39201085, c=8855
a=39218796, b=39209940, c=8856
a=39227653, b=39218796, c=8857
a=39236511, b=39227653, c=8858
a=39245370, b=39236511, c=8859
a=39254230, b=39245370, c=8860
a=39263091, b=39254230, c=8861
a=39271953, b=39263091, c=8862
a=39280816, b=39271953, c=8863
a=39289680, b=39280816, c=8864
a=39298545, b=39289680, c=8865
a=39307411, b=39298545, c=8866
a=39316278, b=39307411, c=8867
a=39325146, b=39316278, c=8868
a=39334015, b=39325146, c=8869
a=39342885, b=39334015, c=8870
a=39351756, b=39342885, c=8871
a=39360628, b=39351756, c=8872
a=39369501, b=39360628, c=8873
a=39378375, b=39369501, c=8874
a=39387250, b=39378375, c=8875
a=39396126, b=39387250, c=8876
a=39405003, b=39396126, c=8877
a=39413881, b=39405003, c=8878
a=39422760, b=39413881, c=8879
a=39431640, b=39422760, c=8880
a=39440521, b=39431640, c=8881
a=39449403, b=39440521, c=8882
a=39458286, b=39449403, c=8883
a=39467170, b=39458286, c=8884
a=39476055, b=39467170, c=8885
a=39484941, b=39476055, c=8886
a=39493828, b=39484941, c=8887
a=39502716, b=39493828, c=8888
a=39511605, b=39502716, c=8889
a=39520495, b=39511605, c=8890
a=39529386, b=39520495, c=8891
a=39538278, b=39529386, c=8892
a=39547171, b=39538278, c=8893
a=39556065, b=39547171, c=8894
a=39564960, b=39556065, c=8895
a=39573856, b=39564960, c=8896
a=39582753, b=39573856, c=8897
a=39591651, b=39582753, c=8898
a=39600550, b=39591651, c=8899
a=39609450, b=39600550, c=8900
a=39618351, b=39609450, c=8901
a=39627253, b=39618351, c=8902
a=39636156, b=39627253, c=8903
a=39645060, b=39636156, c=8904
a=39653965, b=39645060, c=8905
a=39662871, b=39653965, c=8906
a=39671778, b=39662871, c=8907
a=39680686, b=39671778, c=8908
a=39689595, b=39680686, c=8909
a=39698505, b=39689595, c=8910
a=39707416, b=39698505, c=8911
a=39716328, b=39707416, c=8912
a=39725241, b=39716328, c=8913
a=39734155, b=39725241, c=8914
a=39743070, b=39734155, c=8915
a=39751986, b=39743070, c=8916
a=39760903, b=39751986, c=8917
a=39769821, b=39760903, c=8918
a=39778740, b=39769821, c=8919
a=39787660, b=39778740, c=8920
a=39796581, b=39787660, c=8921
a=39805503, b=39796581, c=8922
a=39814426, b=39805503, c=8923
a=39823350, b=39814426, c=8924
a=39832275, b=39823350, c=8925
a=39841201, b=39832275, c=8926
a=39850128, b=39841201, c=8927
a=39859056, b=39850128, c=8928
a=39867985, b=39859056, c=8929
a=39876915, b=39867985, c=8930
a=39885846, b=39876915, c=8931
a=39894778, b=39885846, c=8932
a=39903711, b=39894778, c=8933
a=39912645, b=39903711, c=8934
a=39921580, b=39912645, c=8935
a=39930516, b=39921580, c=8936
a=39939453, b=39930516, c=8937
a=39948391, b=39939453, c=8938
a=39957330, b=39948391, c=8939
a=39966270, b=39957330, c=8940
a=39975211, b=39966270, c=8941
a=39984153, b=39975211, c=8942
a=39993096, b=39984153, c=8943
a=40002040, b=39993096, c=8944
a=40010985, b=40002040, c=8945
a=40019931, b=40010985, c=8946
a=40028878, b=40019931, c=8947
a=40037826, b=40028878, c=8948
a=40046775, b=40037826, c=8949
a=40055725, b=40046775, c=8950
a=40064676, b=40055725, c=8951
a=40073628, b=40064676, c=8952
a=40082581, b=40073628, c=8953
a=40091535, b=40082581, c=8954
a=40100490, b=40091535, c=8955
a=40109446, b=40100490, c=8956
a=40118403, b=40109446, c=8957
a=40127361, b=40118403, c=8958
a=40136320, b=40127361, c=8959
a=40145280, b=40136320, c=8960
a=40154241, b=40145280, c=8961
a=40163203, b=40154241, c=8962
a=40172166, b=40163203, c=8963
a=40181130, b=40172166, c=8964
a=40190095, b=40181130, c=8965
a=40199061, b=40190095, c=8966
a=40208028, b=40199061, c=8967
a=40216996, b=40208028, c=8968
a=40225965, b=40216996, c=8969
a=40234935, b=40225965, c=8970
a=40243906, b=40234935, c=8971
a=40252878, b=40243906, c=8972
a=40261851, b=40252878, c=8973
a=40270825, b=40261851, c=8974
a=40279800, b=40270825, c=8975
a=40288776, b=40279800, c=8976
a=40297753, b=40288776, c=8977
a=40306731, b=40297753, c=8978
a=40315710, b=40306731, c=8979
a=40324690, b=40315710, c=8980
a=40333671, b=40324690, c=8981
a=40342653, b=40333671, c=8982
a=40351636, b=40342653, c=8983
a=40360620, b=40351636, c=8984
a=40369605, b=40360620, c=8985
a=40378591, b=40369605, c=8986
a=40387578, b=40378591, c=8987
a=40396566, b=40387578, c=8988
a=40405555, b=40396566, c=8989
a=40414545, b=40405555, c=8990
a=40423536, b=40414545, c=8991
a=40432528, b=40423536, c=8992
a=40441521, b=40432528, c=8993
a=40450515, b=40441521, c=8994
a=40459510, b=40450515, c=8995
a=40468506, b=40459510, c=8996
a=40477503, b=40468506, c=8997
a=40486501, b=40477503, c=8998
a=40495500, b=40486501, c=8999
a=40504500, b=40495500, c=9000
a=40513501, b=40504500, c=9001
a=40522503, b=40513501, c=9002
a=40531506, b=40522503, c=9003
a=40540510, b=40531506, c=9004
a=40549515, b=40540510, c=9005
a=40558521, b=40549515, c=9006
a=40567528, b=40558521, c=9007
a=40576536, b=40567528, c=9008
a=40585545, b=40576536, c=9009
a=40594555, b=40585545, c=9010
a=40603566, b=40594555, c=9011
a=40612578, b=40603566, c=9012
a=40621591, b=40612578, c=9013
a=40630605, b=40621591, c=9014
a=40639620, b=40630605, c=9015
a=40648636, b=40639620, c=9016
a=40657653, b=40648636, c=9017
a=40666671, b=40657653, c=9018
a=40675690, b=40666671, c=9019
a=40684710, b=40675690, c=9020
a=40693731, b=40684710, c=9021
a=40702753, b=40693731, c=9022
a=40711776, b=40702753, c=9023
a=40720800, b=40711776, c=9024
a=40729825, b=40720800, c=9025
a=40738851, b=40729825, c=9026
a=40747878, b=40738851, c=9027
a=40756906, b=40747878, c=9028
a=40765935, b=40756906, c=9029
a=40774965, b=40765935, c=9030
a=40783996, b=40774965, c=9031
a=40793028, b=40783996, c=9032
a=40802061, b=40793028, c=9033
a=40811095, b=40802061, c=9034
a=40820130, b=40811095, c=9035
a=40829166, b=40820130, c=9036
a=40838203, b=40829166, c=9037
a=40847241, b=40838203, c=9038
a=40856280, b=40847241, c=9039
a=40865320, b=40856280, c=9040
a=40874361, b=40865320, c=9041
a=40883403, b=40874361, c=9042
a=40892446, b=40883403, c=9043
a=40901490, b=40892446, c=9044
a=40910535, b=40901490, c=9045
a=40919581, b=40910535, c=9046
a=40928628, b=40919581, c=9047
a=40937676, b=40928628, c=9048
a=40946725, b=40937676, c=9049
a=40955775, b=40946725, c=9050
a=40964826, b=40955775, c=9051
a=40973878, b=40964826, c=9052
a=40982931, b=40973878, c=9053
a=40991985, b=40982931, c=9054
a=41001040, b=40991985, c=9055
a=41010096, b=41001040, c=9056
a=41019153, b=41010096, c=9057
a=41028211, b=41019153, c=9058
a=41037270, b=41028211, c=9059
a=41046330, b=41037270, c=9060
a=41055391, b=41046330, c=9061
a=41064453, b=41055391, c=9062
a=41073516, b=41064453, c=9063
a=41082580, b=41073516, c=9064
a=41091645, b=41082580, c=9065
a=41100711, b=41091645, c=9066
a=41109778, b=41100711, c=9067
a=41118846, b=41109778, c=9068
a=41127915, b=41118846, c=9069
a=41136985, b=41127915, c=9070
a=41146056, b=41136985, c=9071
a=41155128, b=41146056, c=9072
a=41164201, b=41155128, c=9073
a=41173275, b=41164201, c=9074
a=41182350, b=41173275, c=9075
a=41191426, b=41182350, c=9076
a=41200503, b=41191426, c=9077
a=41209581, b=41200503, c=9078
a=41218660, b=41209581, c=9079
a=41227740, b=41218660, c=9080
a=41236821, b=41227740, c=9081
a=41245903, b=41236821, c=9082
a=41254986, b=41245903, c=9083
a=41264070, b=41254986, c=9084
a=41273155, b=41264070, c=9085
a=41282241, b=41273155, c=9086
a=41291328, b=41282241, c=9087
a=41300416, b=41291328, c=9088
a=41309505, b=41300416, c=9089
a=41318595, b=41309505, c=9090
a=41327686, b=41318595, c=9091
a=41336778, b=41327686, c=9092
a=41345871, b=41336778, c=9093
a=41354965, b=41345871, c=9094
a=41364060, b=41354965, c=9095
a=41373156, b=41364060, c=9096
a=41382253, b=41373156, c=9097
a=41391351, b=41382253, c=9098
a=41400450, b=41391351, c=9099
a=41409550, b=41400450, c=9100
a=41418651, b=41409550, c=9101
a=41427753, b=41418651, c=9102
a=41436856, b=41427753, c=9103
a=41445960, b=41436856, c=9104
a=41455065, b=41445960, c=9105
a=41464171, b=41455065, c=9106
a=41473278, b=41464171, c=9107
a=41482386, b=41473278, c=9108
a=41491495, b=41482386, c=9109
a=41500605, b=41491495, c=9110
a=41509716, b=41500605, c=9111
a=41518828, b=41509716, c=9112
a=41527941, b=41518828, c=9113
a=41537055, b=41527941, c=9114
a=41546170, b=41537055, c=9115
a=41555286, b=41546170, c=9116
a=41564403, b=41555286, c=9117
a=41573521, b=41564403, c=9118
a=41582640, b=41573521, c=9119
a=41591760, b=41582640, c=9120
a=41600881, b=41591760, c=9121
a=41610003, b=41600881, c=9122
a=41619126, b=41610003, c=9123
